record_type,current_path,filename,document_id,title,version,status,classification,normative_role,semantic_owner,brand_era,canonical_state,dependencies,supersedes,superseded_by,target_class,target_path,recommended_action,duplicate_of,migration_risk,sprint,evidence_basis,notes
FILE,DOCS/ZyGOV/CONSTITUTION/02-REALITY-CONSTITUTION/ZRM/ZRM-006.md,ZRM-006.md,N/A,ZRM-006 — Constitutional Boundaries,N/A,** Draft — Council Review,** Tier 2 — the interface layer between the Reality/Mathematics tiers and everything built on top of them.,"** Tier 1 (ZRM-000, ZRM-001, ZRM-002) + ZRM-003A + ZRM-003B + ZRM-004 + ZRM-005",N/A,N/A,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-REALITY,DOCS/CONSTITUTION/02-REALITY-CONSTITUTION/ZRM/ZRM-006.md,MOVE_TO_TARGET,N/A,CRITICAL,S02,Reality Model / Constitution ZRM specification,"File size 7607 bytes, SHA256 2c89aebce248..."
FILE,DOCS/ZyGOV/CONSTITUTION/02-REALITY-CONSTITUTION/ZRM/ZRM-007.md,ZRM-007.md,N/A,ZRM-007 — Constitutional Governance,N/A,**             Draft — Council Review,"**     Tier 2 — governs how the entire constitutional corpus evolves, is numbered, and is amended.","**          Tier 1 (ZRM-000, ZRM-001, ZRM-002) + all of Tier 2 (ZRM-003A/B, ZRM-004, ZRM-005, ZRM-006)",N/A,N/A,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-REALITY,DOCS/CONSTITUTION/02-REALITY-CONSTITUTION/ZRM/ZRM-007.md,MOVE_TO_TARGET,N/A,CRITICAL,S02,Reality Model / Constitution ZRM specification,"File size 17843 bytes, SHA256 1bd15779c5d1..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/01-IDENTITY-CL/RTC-ZRM-ID-AMD-001-R2.md,RTC-ZRM-ID-AMD-001-R2.md,N/A,RTC-ZRM-ID-AMD-001-R2,N/A,**,N/A,** Chair — Unfict Constitutional Council,N/A,Transition/Both,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/01-IDENTITY-CL/RTC-ZRM-ID-AMD-001-R2.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 15089 bytes, SHA256 7617247b63fa..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/01-IDENTITY-CL/SR-001-ZRM-ID-AMD-001-UPDATE-v1.1-UNFICT.md,SR-001-ZRM-ID-AMD-001-UPDATE-v1.1-UNFICT.md,N/A,SR-001 — ZRM-ID-AMD-001 Supersession Register Update,N/A,**,N/A,**,N/A,Transition/Both,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/01-IDENTITY-CL/SR-001-ZRM-ID-AMD-001-UPDATE-v1.1-UNFICT.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 6829 bytes, SHA256 58f0b00193a4..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/01-IDENTITY-CL/ZRM-ID-AMD-001-RELEASE-02-UNFICT.md,ZRM-ID-AMD-001-RELEASE-02-UNFICT.md,N/A,ZRM-ID-AMD-001 — Supersession Annotation & Release Manifest,N/A,**,N/A,**,N/A,Transition/Both,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/01-IDENTITY-CL/ZRM-ID-AMD-001-RELEASE-02-UNFICT.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 6450 bytes, SHA256 a1dbbe31dd6f..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/01-IDENTITY-CL/ZRM-ID-AMD-001-SERIES-v1.1-RATIFIED.md,ZRM-ID-AMD-001-SERIES-v1.1-RATIFIED.md,N/A,ZRM-ID-AMD-001 Series — Ratified Unfict Succession Index,N/A,**,N/A,**,**,Transition/Both,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/01-IDENTITY-CL/ZRM-ID-AMD-001-SERIES-v1.1-RATIFIED.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 5082 bytes, SHA256 45e2b9fb13c2..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/01-IDENTITY-CL/ZRM-ID-AMD-001-v1.1-RATIFIED-UNFICT.md,ZRM-ID-AMD-001-v1.1-RATIFIED-UNFICT.md,N/A,ZRM-ID-AMD-001 — Identity Reconciliation Amendment,N/A,**,** Constitutional Amendment,**,N/A,Transition/Both,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/01-IDENTITY-CL/ZRM-ID-AMD-001-v1.1-RATIFIED-UNFICT.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 50331 bytes, SHA256 aba42731681a..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-00A.md,WS-00A.md,N/A,WS-00A - Constitutional Closure & Freeze Protocol,N/A,** RATIFIED,N/A,N/A,N/A,N/A,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-00A.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 26455 bytes, SHA256 d7442a30462a..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-01 CONSTITUTIONAL ONTOLOGY SPECIFICATION.md,WS-01 CONSTITUTIONAL ONTOLOGY SPECIFICATION.md,N/A,WS-01 CONSTITUTIONAL ONTOLOGY SPECIFICATION,N/A,**             LOCKED,N/A,N/A,N/A,Zyppi,DRAFT,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-01 CONSTITUTIONAL ONTOLOGY SPECIFICATION.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 11605 bytes, SHA256 078a26f60215..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-01A Amendment A-002.md,WS-01A Amendment A-002.md,N/A,WS-01A Amendment A-002,N/A,N/A,N/A,N/A,N/A,Zyppi,DRAFT,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-01A Amendment A-002.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 2048 bytes, SHA256 b7d2d2b50baf..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-01A — CONSTITUTIONAL AMENDMENT A-001.md,WS-01A — CONSTITUTIONAL AMENDMENT A-001.md,N/A,WS-01A — CONSTITUTIONAL AMENDMENT A-001,N/A,**    LOCKED,N/A,N/A,N/A,Zyppi,DRAFT,N/A,** Portions of WS-01 Constitutional Ontology relating to the Intelligence Domain Structure,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-01A — CONSTITUTIONAL AMENDMENT A-001.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 7433 bytes, SHA256 419df7cfebd0..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-02 — Core Entity Registry Specification.md,WS-02 — Core Entity Registry Specification.md,N/A,WS-02 — Core Entity Registry Specification,N/A,| LOCKED                            |,N/A,N/A,N/A,Zyppi,DRAFT,| WS-01 Reality Model Foundation    |,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-02 — Core Entity Registry Specification.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 10281 bytes, SHA256 67990616d1f2..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-02A.md,WS-02A.md,N/A,WS-02A — MASTER ENTITY REGISTRY BLUEPRINT,N/A,| APPROVED                                                                                         |,N/A,N/A,N/A,Zyppi,DRAFT,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-02A.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 14629 bytes, SHA256 116130f8ea77..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03 Revision 1.md,WS-03 Revision 1.md,N/A,WS-03 Revision 1,N/A,| Ratified Amendment         |,N/A,| WS-03 Constitutional Layer |,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03 Revision 1.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 7909 bytes, SHA256 bdd949633bb9..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03.md,WS-03.md,N/A,WS-03 Entity Taxonomy & Hierarchy Validation,N/A,| APPROVED     |,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 10676 bytes, SHA256 47de537a1345..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.0.md,WS-03A.0.md,N/A,WS-03A.0 — CONSTITUTIONAL CLUSTER MAP,N/A,| RATIFIED                     |,| Constitutional Foundation    |,| Constitutional               |,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.0.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 9459 bytes, SHA256 62d1eb21278c..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.1.md,WS-03A.1.md,N/A,WS-03A.1 — CL-11 Event Taxonomy Map,N/A,N/A,N/A,N/A,N/A,Zyppi,DRAFT,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.1.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 10199 bytes, SHA256 0546d04b1569..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.2 Revision 1.md,WS-03A.2 Revision 1.md,N/A,WS-03A.2 Revision 1,N/A,| Ratified Draft                                                                          |,| Constitutional Taxonomy Specification                                                   |,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.2 Revision 1.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 10510 bytes, SHA256 c093f88fc8d8..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.2.md,WS-03A.2.md,N/A,WS-03A.2 — Hierarchy Classification Framework,1.0,LOCKED,N/A,N/A,N/A,Zyppi,DRAFT,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.2.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 6575 bytes, SHA256 664a179e1320..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.3.md,WS-03A.3.md,N/A,WS-03A.3 — CL-05 Referent Taxonomy Map,N/A,N/A,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.3.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 8603 bytes, SHA256 1a5ad70acec2..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.4.md,WS-03A.4.md,N/A,WS-03A.4,N/A,N/A,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.4.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 10827 bytes, SHA256 6ac69a238f97..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.5.md,WS-03A.5.md,N/A,WS-03A.5 — CL-07 Intent Contract Constitutional Governance Frame,1.0,N/A,N/A,N/A,N/A,N/A,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.5.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 13301 bytes, SHA256 f21f8c4d9acf..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.6.md,WS-03A.6.md,N/A,WS-03A.6 — CL-09 Transaction Taxonomy Map,1.0,🔒 RATIFIED & LOCKED,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.6.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 11316 bytes, SHA256 da96d954a97f..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.7.md,WS-03A.7.md,N/A,WS-03A.7 — CL-10 Outcome Taxonomy Map,N/A,| 🔒 RATIFIED & LOCKED                                                                                          |,| Constitutional Layer (CL-10)                                                                                  |,N/A,N/A,N/A,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.7.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 13096 bytes, SHA256 9aa56baf4f12..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.8.md,WS-03A.8.md,N/A,WS-03A.8 — CL-11 Event Taxonomy Map,N/A,| 🔒 RATIFIED & LOCKED                                                                                                                    |,| Constitutional Layer (CL-11)                                                                                                            |,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.8.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 13021 bytes, SHA256 3e9bdb8d0a7e..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.9.md,WS-03A.9.md,N/A,1. Purpose,N/A,N/A,N/A,| Constitutional Core                                                                                                                       |,N/A,N/A,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03A.9.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 10405 bytes, SHA256 1e11acc6420e..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03C.md,WS-03C.md,N/A,WS-03C — Cross-Cluster Relationship Matrix Constitution,N/A,|RATIFIED,|Constitutional Architecture,N/A,N/A,N/A,CANONICAL-ACTIVE,"| WS-03A.0 Cluster Architecture, WS-03A.2 Hierarchy Classification Framework, WS-03B Parent Assignment Matrix, WS-04A Relationship Governance Foundation",N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03C.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 7438 bytes, SHA256 205d64f0bd05..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03D.md,WS-03D.md,N/A,WS-03D Amendment — Authority Anchor Model,N/A,N/A,N/A,N/A,N/A,N/A,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03D.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 7467 bytes, SHA256 999d737e6c17..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03F.md,WS-03F.md,N/A,WS-03F — Registry Population Hardening Amendment Package,N/A,| RATIFIED                                                                                                        |,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-03F.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 10496 bytes, SHA256 db35fb5ff94a..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-04A.1.md,WS-04A.1.md,N/A,WS-04A.1,N/A,N/A,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-04A.1.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 7521 bytes, SHA256 2c47ce9f5e93..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-04B.md,WS-04B.md,N/A,WS-04B — Relationship Registry Architecture,N/A,| RATIFIED & LOCKED                              |,| Constitutional Architecture                    |,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-04B.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 8111 bytes, SHA256 a7b4da70c531..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-05A.md,WS-05A.md,N/A,WS-05A — Master Registry Population Charter,N/A,**         RATIFIED,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-05A.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 13021 bytes, SHA256 93391243fc0a..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-05B.md,WS-05B.md,N/A,WS-05B — Master Registry Population Plan,N/A,| RATIFIED                      |,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-05B.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 10348 bytes, SHA256 8a217543b158..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-05C.md,WS-05C.md,N/A,WS-05C — Cluster Admission Rules,N/A,| ✅ RATIFIED                     |,N/A,N/A,N/A,N/A,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-05C.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 7441 bytes, SHA256 fbe5803b089e..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-05D.md,WS-05D.md,N/A,WS-05D — Population Validation & Tooling,N/A,| ✅ RATIFIED                                                                                                             |,N/A,N/A,N/A,N/A,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-05D.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 10534 bytes, SHA256 d57dac880216..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-05E.md,WS-05E.md,N/A,WS-05E — Certification & Authorization,N/A,**        | RATIFIED                                                            |,N/A,N/A,N/A,N/A,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/WS-05E.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 8771 bytes, SHA256 5e008389cdd0..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/desktop.ini,desktop.ini,N/A,desktop.ini,N/A,N/A,N/A,N/A,N/A,N/A,DRAFT,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/02-WS/desktop.ini,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 974 bytes, SHA256 5749a22936b2..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/04-POL/POL-001.A.md,POL-001.A.md,N/A,POL-001.A — Policy Foundations,N/A,**         Constitutional Draft,N/A,N/A,N/A,Zyppi,DRAFT,"**   CL Series, WS-03D **Extended By:** POL-001.B through POL-001.F",N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/04-POL/POL-001.A.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 7010 bytes, SHA256 230a263c191f..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/04-POL/POL-001.B.md,POL-001.B.md,N/A,POL-001.B — Authority & Delegation,N/A,**     | Constitutional Draft                       |,N/A,N/A,N/A,N/A,DRAFT,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/04-POL/POL-001.B.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 6852 bytes, SHA256 7ad4e89e89fc..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/04-POL/POL-001.C.md,POL-001.C.md,N/A,POL-001.C — Authorization & Constitutional Decisioning,N/A,**     | Constitutional Draft                       |,N/A,N/A,N/A,N/A,DRAFT,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/04-POL/POL-001.C.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 5779 bytes, SHA256 2f1a3e9815e6..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/04-POL/POL-001.D.md,POL-001.D.md,N/A,POL-001.D — Policy Lifecycle & Temporal Governance,N/A,**     | Constitutional Draft                          |,N/A,N/A,N/A,N/A,DRAFT,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/04-POL/POL-001.D.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 5883 bytes, SHA256 361032e9ed87..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/04-POL/POL-001.E.md,POL-001.E.md,N/A,"POL-001.E — Federation, Emergency & Constitutional Governance",N/A,**     | Constitutional Draft                       |,N/A,N/A,N/A,N/A,DRAFT,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/04-POL/POL-001.E.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 5605 bytes, SHA256 5db22ae38da8..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/04-POL/desktop.ini,desktop.ini,N/A,desktop.ini,N/A,N/A,N/A,N/A,N/A,N/A,DRAFT,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/04-POL/desktop.ini,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 166 bytes, SHA256 eb4b8d8db987..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/05-SEC/SEC-001.md,SEC-001.md,N/A,SEC-001,N/A,** Draft for Constitutional Ratification,N/A,N/A,N/A,Zyppi,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/05-SEC/SEC-001.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 53153 bytes, SHA256 ef7ff2a28de8..."
FILE,DOCS/ZyGOV/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/05-SEC/SEC-A-001.md,SEC-A-001.md,N/A,SEC-001 Amendment No. 1,N/A,N/A,N/A,N/A,N/A,N/A,CANONICAL-ACTIVE,N/A,N/A,N/A,CONSTITUTION-FAMILIES,DOCS/CONSTITUTION/03-CONSTITUTIONAL-FAMILIES/05-SEC/SEC-A-001.md,MOVE_TO_TARGET,N/A,CRITICAL,S03,Primary Constitutional Family specification,"File size 5121 bytes, SHA256 0c6b66a74e45..."
